symbol,name
INTLCONV.NS,International Conveyors Limited
INVENTURE.NS,Inventure Growth & Securities Limited
IOB.NS,Indian Overseas Bank
IOC.NS,Indian Oil Corporation Limited
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG.NS,ION Exchange (India) Limited
IPCALAB.NS,IPCA Laboratories Limited
IPL.NS,India Pesticides Limited
IRB.NS,IRB Infrastructure Developers Limited
IRCON.NS,Ircon International Limited
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited
IREDA.NS,Indian Renewable Energy Development Agency Limited
IRFC.NS,Indian Railway Finance Corporation Limited
IRIS.NS,IRIS RegTech Solutions Limited
IRISDOREME.NS,Iris Clothings Limited
IRMENERGY.NS,IRM Energy Limited
ISFT.NS,Intrasoft Technologies Limited
ISGEC.NS,Isgec Heavy Engineering Limited
ISHANCH.NS,Ishan Dyes and Chemicals Limited
IT.NS,[ETF] Kotak Nifty IT ETF
ITADD.NS,[ETF] DSP Mutual Fund - DSP Nifty IT ETF
ITBEES.NS,[ETF] Nippon India Mutual Fund - Nippon India ETF Nifty IT
ITBETA.NS,[ETF] UTI Mutual Fund - UTI Nifty IT ETF
ITC.NS,ITC Limited
ITCHOTELS.NS,ITC Hotels Limited
ITDC.NS,India Tourism Development Corporation Limited
ITETF.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty IT ETF
ITI.NS,ITI Limited
ITIETF.NS,[ETF] ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF
IVALUE.NS,Ivalue Infosolutions Limited
IVC.NS,IL&FS Investment Managers Limited
IVP.NS,IVP Limited
IVZINGOLD.NS,[ETF] Invesco India Gold Exchange Traded Fund
IVZINNIFTY.NS,[ETF] Invesco India Nifty Exchange Traded Fund
IXIGO.NS,Le Travenues Technology Limited
IZMO.NS,IZMO Limited
J&KBANK.NS,The Jammu & Kashmir Bank Limited
JAGRAN.NS,Jagran Prakashan Limited
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAIBALAJI.NS,Jai Balaji Industries Limited
JAICORPLTD.NS,Jai Corp Limited
JAINREC.NS,Jain Resource Recycling Limited
JAIPURKURT.NS,Nandani Creation Limited
JAMNAAUTO.NS,Jamna Auto Industries Limited
JARO.NS,Jaro Institute of Technology Management and Research Limited
JASH.NS,Jash Engineering Limited
JAYAGROGN.NS,Jayant Agro Organics Limited
JAYBARMARU.NS,Jay Bharat Maruti Limited
JAYKAY.NS,Jaykay Enterprises Limited
JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA.NS,Jayshree Tea & Industries Limited
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited
JBMA.NS,JBM Auto Limited
JETFREIGHT.NS,Jet Freight Logistics Limited
JGCHEM.NS,J.G.Chemicals Limited
JHS.NS,JHS Svendgaard Laboratories Limited
JINDALPHOT.NS,Jindal Photo Limited
JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL.NS,JINDAL STEEL LIMITED
JINDRILL.NS,Jindal Drilling And Industries Limited
JINDWORLD.NS,Jindal Worldwide Limited
JIOFIN.NS,Jio Financial Services Limited
JISLDVREQS.NS,Jain Irrigation Systems Limited
JISLJALEQS.NS,Jain Irrigation Systems Limited
JITFINFRA.NS,JITF Infralogistics Limited
JKCEMENT.NS,JK Cement Limited
JKIL.NS,J.Kumar Infraprojects Limited
JKIPL.NS,Jinkushal Industries Limited
JKLAKSHMI.NS,JK Lakshmi Cement Limited
JKPAPER.NS,JK Paper Limited
JKTYRE.NS,JK Tyre & Industries Limited
JLHL.NS,Jupiter Life Line Hospitals Limited
JMA.NS,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL.NS,JM Financial Limited
JNKINDIA.NS,JNK India Limited
JOCIL.NS,Jocil Limited
JPASSOCIAT.NS,Jaiprakash Associates Limited
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
JPPOWER.NS,Jaiprakash Power Ventures Limited
JSFB.NS,Jana Small Finance Bank Limited
JSL.NS,Jindal Stainless Limited
JSLL.NS,Jeena Sikho Lifecare Limited
JSWCEMENT.NS,JSW Cement Limited
JSWENERGY.NS,JSW Energy Limited
JSWHL.NS,JSW Holdings Limited
JSWINFRA.NS,JSW Infrastructure Limited
JSWSTEEL.NS,JSW Steel Limited
JTEKTINDIA.NS,Jtekt India Limited
JTLIND.NS,JTL INDUSTRIES LIMITED
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited
JUBLFOOD.NS,Jubilant Foodworks Limited
JUBLINGREA.NS,Jubilant Ingrevia Limited
JUBLPHARMA.NS,Jubilant Pharmova Limited
JUNIORBEES.NS,[ETF] Nippon India ETF Nifty Next 50 Junior BeES
JUNIPER.NS,Juniper Hotels Limited
JUSTDIAL.NS,Just Dial Limited
JWL.NS,Jupiter Wagons Limited
JYOTHYLAB.NS,Jyothy Labs Limited
JYOTICNC.NS,Jyoti CNC Automation Limited
JYOTISTRUC.NS,Jyoti Structures Limited
KABRAEXTRU.NS,Kabra Extrusion Technik Limited
KAJARIACER.NS,Kajaria Ceramics Limited
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited
KALPATARU.NS,Kalpataru Limited
KALYANI.NS,Kalyani Commercials Limited
KALYANIFRG.NS,Kalyani Forge Limited
KALYANKJIL.NS,Kalyan Jewellers India Limited
KAMATHOTEL.NS,Kamat Hotels (I) Limited
KAMDHENU.NS,Kamdhenu Limited
KAMOPAINTS.NS,Kamdhenu Ventures Limited
KANANIIND.NS,Kanani Industries Limited
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KANPRPLA.NS,Kanpur Plastipack Limited
KANSAINER.NS,Kansai Nerolac Paints Limited
KAPSTON.NS,Kapston Services Limited
KARMAENG.NS,Karma Energy Limited
KARURVYSYA.NS,Karur Vysya Bank Limited
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE.NS,Kavveri Defence & Wireless Technologies Limited
KAYA.NS,Kaya Limited
KAYNES.NS,Kaynes Technology India Limited
KCP.NS,KCP Limited
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited
KDDL.NS,KDDL Limited
KEC.NS,KEC International Limited
KECL.NS,Kirloskar Electric Company Limited
KEEPLEARN.NS,DSJ Keep Learning Limited
KEI.NS,KEI Industries Limited
KELLTONTEC.NS,Kellton Tech Solutions Limited
KERNEX.NS,Kernex Microsystems (India) Limited
KESORAMIND.NS,Kesoram Industries Limited
KEYFINSERV.NS,Keynote Financial Services Limited
KFINTECH.NS,Kfin Technologies Limited
KHADIM.NS,Khadim India Limited
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD.NS,Khaitan (India) Limited
KHANDSE.NS,Khandwala Securities Limited
KICL.NS,Kalyani Investment Company Limited
KILITCH.NS,Kilitch Drugs (India) Limited
KIMS.NS,Krishna Institute of Medical Sciences Limited
KINGFA.NS,Kingfa Science & Technology (India) Limited
KIOCL.NS,KIOCL Limited
KIRIINDUS.NS,Kiri Industries Limited
KIRLOSBROS.NS,Kirloskar Brothers Limited
KIRLOSENG.NS,Kirloskar Oil Engines Limited
KIRLOSIND.NS,Kirloskar Industries Limited
KIRLPNU.NS,Kirloskar Pneumatic Company Limited
KITEX.NS,Kitex Garments Limited
KKCL.NS,Kewal Kiran Clothing Limited
KMEW.NS,Knowledge Marine & Engineering Works Limited
KMSUGAR.NS,K.M.Sugar Mills Limited
KNAGRI.NS,KN Agri Resources Limited
KNRCON.NS,KNR Constructions Limited
KOHINOOR.NS,Kohinoor Foods Limited
KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOLTEPATIL.NS,Kolte - Patil Developers Limited
KOPRAN.NS,Kopran Limited
KOTAKBANK.NS,Kotak Mahindra Bank Limited
KOTARISUG.NS,Kothari Sugars And Chemicals Limited
KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTHARIPRO.NS,Kothari Products Limited
KPEL.NS,K.P. Energy Limited
KPIGREEN.NS,KPI Green Energy Limited
KPIL.NS,Kalpataru Projects International Limited
KPITTECH.NS,KPIT Technologies Limited
KPRMILL.NS,K.P.R. Mill Limited
KRBL.NS,KRBL Limited
KREBSBIO.NS,Krebs Biochemicals and Industries Limited
KRIDHANINF.NS,Kridhan Infra Limited
KRISHANA.NS,Krishana Phoschem Limited
KRISHIVAL.NS,Krishival Foods Limited
KRISHNADEF.NS,Krishna Defence And Allied Industries Limited
KRITI.NS,Kriti Industries (India) Limited
KRITIKA.NS,Kritika Wires Limited
KRITINUT.NS,Kriti Nutrients Limited
KRN.NS,KRN Heat Exchanger and Refrigeration Limited
KRONOX.NS,Kronox Lab Sciences Limited
KROSS.NS,Kross Limited
KRSNAA.NS,Krsnaa Diagnostics Limited
KRYSTAL.NS,Krystal Integrated Services Limited
KSB.NS,Ksb Limited
KSCL.NS,Kaveri Seed Company Limited
KSHINTL.NS,KSH International Limited
KSHITIJPOL.NS,Kshitij Polyline Limited
KSL.NS,Kalyani Steels Limited
KSOLVES.NS,Ksolves India Limited
KSR.NS,KSR Footwear Limited
KTKBANK.NS,The Karnataka Bank Limited
KUANTUM.NS,Kuantum Papers Limited
LAGNAM.NS,Lagnam Spintex Limited
LAKPRE.NS,Lakshmi Precision Screws Limited
LAL.NS,Lorenzini Apparels Limited
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.
LAMBODHARA.NS,Lambodhara Textiles Limited
LANCORHOL.NS,Lancor Holdings Limited
LANDMARK.NS,Landmark Cars Limited
LAOPALA.NS,La Opala RG Limited
LASA.NS,Lasa Supergenerics Limited
LATENTVIEW.NS,Latent View Analytics Limited
LATTEYS.NS,Latteys Industries Limited
LAURUSLABS.NS,Laurus Labs Limited
LAXMICOT.NS,Laxmi Cotspin Limited
LAXMIDENTL.NS,Laxmi Dental Limited
LAXMIINDIA.NS,Laxmi India Finance Limited
LCCINFOTEC.NS,LCC Infotech Limited
LEMERITE.NS,Le Merite Exports Limited
LEMONTREE.NS,Lemon Tree Hotels Limited
LENSKART.NS,Lenskart Solutions Limited
LEXUS.NS,Lexus Granito (India) Limited
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited
LGEINDIA.NS,LG Electronics India Limited
LGHL.NS,Laxmi Goldorna House Limited
LIBAS.NS,Libas Consumer Products Limited
LIBERTSHOE.NS,Liberty Shoes Limited
LICHSGFIN.NS,LIC Housing Finance Limited
LICI.NS,Life Insurance Corporation Of India
LICMFGOLD.NS,[ETF] LIC MF Gold EXCHANGE TRADED FUND
LICNETFGSC.NS,[ETF] LIC MF - LIC MF G-sec LT ETF - GO
LICNETFN50.NS,[ETF] LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50
LICNETFSEN.NS,[ETF] LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX
LICNFNHGP.NS,[ETF] LIC MF - LIC MF ETF - Nifty 100
LICNMID100.NS,[ETF] LIC Mutual Fund - LIC MF Nifty Midcap 100 ETF
LIKHITHA.NS,Likhitha Infrastructure Limited
LINC.NS,Linc Limited
LINCOLN.NS,Lincoln Pharmaceuticals Limited
LINDEINDIA.NS,Linde India Limited
LIQGRWBEES.NS,[ETF] Nippon India Mutual Fund-Nippon India Nifty 1D Rate Liquid ETF-Growth
LIQUID.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty 1D Rate Liquid ETF
LIQUID1.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty 1D Rate Liquid ETF
LIQUIDADD.NS,[ETF] DSP BSE Liquid Rate ETF
LIQUIDBEES.NS,[ETF] Nippon India ETF Nifty 1D Rate Liquid BeES
LIQUIDBETF.NS,[ETF] Bajaj Finserv Nifty 1D Rate Liquid ETF-Growth
LIQUIDCASE.NS,[ETF] Zerodha Fund House - Zerodha Nifty 1D Rate Liquid ETF
LIQUIDETF.NS,[ETF] DSP NIFTY 1D Rate Liquid ETF
LIQUIDIETF.NS,[ETF] ICICI Prudential BSE Liquid Rate ETF- IDCW
LIQUIDPLUS.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty 1D Rate Liquid ETF-Growth
LIQUIDSBI.NS,[ETF] SBI Mutual Fund - SBI NIFTY 1D Rate ETF
LIQUIDSHRI.NS,[ETF] Shriram Mutual Fund -SHRIRAM NIFTY 1D RATE LIQUID ETF
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT.NS,Lloyds Enterprises Limited
LLOYDSME.NS,Lloyds Metals And Energy Limited
LMW.NS,LMW Limited
LODHA.NS,Lodha Developers Limited
LOKESHMACH.NS,Lokesh Machines Limited
LORDSCHLO.NS,Lords Chloro Alkali Limited
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited
LOVABLE.NS,Lovable Lingerie Limited
LOWVOL.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty 100 Low Volatility 30 ETF
LOWVOL1.NS,[ETF] Kotak Nifty 100 Low Volatility 30 ETF
LOWVOLIETF.NS,[ETF] ICICI Prudential Nifty 100 Low Volatility 30 ETF
LOYALTEX.NS,Loyal Textile Mills Limited
LPDC.NS,Landmark Property Development Company Limited
LT.NS,Larsen & Toubro Limited
LTF.NS,L&T Finance Limited
LTFOODS.NS,LT Foods Limited
LTGILTBEES.NS,[ETF] Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt
LTGILTCASE.NS,[ETF] Zerodha Fund House - Zerodha Nifty 8-13 Yr G-Sec ETF
LTIM.NS,LTIMindtree Limited
LTTS.NS,L&T Technology Services Limited
LUMAXIND.NS,Lumax Industries Limited
LUMAXTECH.NS,Lumax Auto Technologies Limited
LUPIN.NS,Lupin Limited
LUXIND.NS,Lux Industries Limited
LXCHEM.NS,Laxmi Organic Industries Limited
LYKALABS.NS,Lyka Labs Limited
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
M&M.NS,Mahindra & Mahindra Limited
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
MAANALU.NS,Maan Aluminium Limited
MACPOWER.NS,Macpower CNC Machines Limited
MADHAV.NS,Madhav Marbles and Granites Limited
MADHUCON.NS,Madhucon Projects Limited
MADRASFERT.NS,Madras Fertilizers Limited
MAFANG.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF
MAGADSUGAR.NS,Magadh Sugar & Energy Limited
MAGNUM.NS,Magnum Ventures Limited
MAHABANK.NS,Bank of Maharashtra
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited
MAHASTEEL.NS,Mahamaya Steel Industries Limited
MAHEPC.NS,Mahindra EPC Irrigation Limited
MAHESHWARI.NS,Maheshwari Logistics Limited
MAHKTECH.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF
MAHLIFE.NS,Mahindra Lifespace Developers Limited
MAHLOG.NS,Mahindra Logistics Limited
MAHSCOOTER.NS,Maharashtra Scooters Limited
MAHSEAMLES.NS,Maharashtra Seamless Limited
MAITHANALL.NS,Maithan Alloys Limited
MAKEINDIA.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty India Manufacturing ETF
MALLCOM.NS,Mallcom (India) Limited
MALUPAPER.NS,Malu Paper Mills Limited
MAMATA.NS,Mamata Machinery Limited
MANAKALUCO.NS,Manaksia Aluminium Company Limited
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
MANAKSIA.NS,Manaksia Limited
MANAKSTEEL.NS,Manaksia Steels Limited
MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM.NS,Manappuram Finance Limited
MANBA.NS,Manba Finance Limited
MANCREDIT.NS,Mangal Credit and Fincorp Limited
MANGALAM.NS,Mangalam Drugs And Organics Limited
MANGLMCEM.NS,Mangalam Cement Limited
MANINDS.NS,Man Industries (India) Limited
MANINFRA.NS,Man Infraconstruction Limited
MANKIND.NS,Mankind Pharma Limited
MANOMAY.NS,Manomay Tex India Limited
MANORAMA.NS,Manorama Industries Limited
MANORG.NS,Mangalam Organics Limited
MANUFGBEES.NS,[ETF] Nippon India Mutual Fund - Nippon India Nifty India Manufacturing ETF
MANUGRAPH.NS,Manugraph India Limited
MANYAVAR.NS,Vedant Fashions Limited
MAPMYINDIA.NS,C.E. Info Systems Limited
MARALOVER.NS,Maral Overseas Limited
MARATHON.NS,Marathon Nextgen Realty Limited
MARICO.NS,Marico Limited
MARINE.NS,Marine Electricals (India) Limited
MARKOLINES.NS,Markolines Pavement Technologies Limited
MARKSANS.NS,Marksans Pharma Limited
MARUTI.NS,Maruti Suzuki India Limited
MASFIN.NS,MAS Financial Services Limited
MASKINVEST.NS,Mask Investments Limited
MASPTOP50.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset S&P 500 Top 50 ETF
MASTEK.NS,Mastek Limited
MASTERTR.NS,Master Trust Limited
MATRIMONY.NS,Matrimony.Com Limited
MAWANASUG.NS,Mawana Sugars Limited
MAXESTATES.NS,Max Estates Limited
MAXHEALTH.NS,Max Healthcare Institute Limited
MAXIND.NS,Max India Limited
MAYURUNIQ.NS,Mayur Uniquoters Ltd
MAZDA.NS,Mazda Limited
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited
MBAPL.NS,Madhya Bharat Agro Products Limited
MBEL.NS,M & B Engineering Limited
MBLINFRA.NS,MBL Infrastructure Limited
MCL.NS,Madhav Copper Limited
MCLEODRUSS.NS,Mcleod Russel India Limited
MCLOUD.NS,Magellanic Cloud Limited
MCX.NS,Multi Commodity Exchange of India Limited
MEDANTA.NS,Global Health Limited
MEDIASSIST.NS,Medi Assist Healthcare Services Limited
MEDICAMEQ.NS,Medicamen Biotech Limited
MEDICO.NS,Medico Remedies Limited
MEDPLUS.NS,Medplus Health Services Limited
MEESHO.NS,Meesho Limited
MEGASTAR.NS,Megastar Foods Limited
MEIL.NS,Mangal Electrical Industries Limited
MENONBE.NS,Menon Bearings Limited
MEP.NS,MEP Infrastructure Developers Limited
METAL.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF
METALIETF.NS,[ETF] ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF
METROBRAND.NS,Metro Brands Limited
METROPOLIS.NS,Metropolis Healthcare Limited
MFML.NS,Mahalaxmi Fabric Mills Limited
MFSL.NS,Max Financial Services Limited
MGEL.NS,Mangalam Global Enterprise Limited
MGL.NS,Mahanagar Gas Limited
MHLXMIRU.NS,Mahalaxmi Rubtech Limited
MHRIL.NS,Mahindra Holidays & Resorts India Limited
MICEL.NS,MIC Electronics Limited
MID150.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 150 ETF
MID150BEES.NS,[ETF] NIPPON INDIA ETF NIFTY MIDCAP 150
MID150CASE.NS,[ETF] Zerodha Fund House - Zerodha Nifty Midcap 150 ETF
MIDCAP.NS,[ETF] Kotak Nifty Midcap 50 ETF
MIDCAPADD.NS,[ETF] DSP Mutual Fund - DSP Nifty Midcap 150 ETF
MIDCAPBETA.NS,[ETF] UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF)
MIDCAPETF.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF
MIDCAPIETF.NS,[ETF] ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Midcap 150 ETF
MIDHANI.NS,Mishra Dhatu Nigam Limited
MIDQ50ADD.NS,[ETF] DSP  Mutual Fund - DSP Nifty Midcap 150 Quality 50 ETF
MIDSELIETF.NS,[ETF] ICICI Prudential BSE Midcap Select ETF
MIDSMALL.NS,[ETF] MiraeAssetMF-Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF
MIDWESTLTD.NS,Midwest Limited
MINDACORP.NS,Minda Corporation Limited
MINDTECK.NS,Mindteck (India) Limited
MIRCELECTR.NS,MIRC Electronics Limited
MIRZAINT.NS,Mirza International Limited
MITCON.NS,MITCON Consultancy & Engineering Services Limited
MITTAL.NS,Mittal Life Style Limited
MKPL.NS,M K Proteins Limited
MMFL.NS,MM Forgings Limited
MMP.NS,MMP Industries Limited
MMTC.NS,MMTC Limited
MNC.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty MNC ETF
MOALPHA50.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Alpha 50 ETF
MOBIKWIK.NS,One Mobikwik Systems Limited
MOCAPITAL.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF
MODEFENCE.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Defence ETF
MODINATUR.NS,Modi Naturals Limited
MODIRUBBER.NS,Modi Rubber Limited
MODIS.NS,Modis Navnirman Limited
MODISONLTD.NS,MODISON LIMITED
MODTHREAD.NS,Modern Threads (India) Limited
MOENERGY.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Energy ETF
MOGOLD.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Gold ETF
MOGSEC.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth
MOHEALTH.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Healthcare ETF
MOHITIND.NS,Mohit Industries Limited
MOIL.NS,MOIL Limited
MOINFRA.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal BSE India Infrastructure ETF
MOIPO.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal BSE Select IPO ETF
MOKSH.NS,Moksh Ornaments Limited
MOL.NS,Meghmani Organics Limited
MOLDTECH.NS,Mold-Tek Technologies Limited
MOLDTKPAC.NS,Mold-Tek Packaging Limited
MOLOWVOL.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF
MOM100.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF
MOM30IETF.NS,[ETF] ICICI Prudential Mutual Fund -  ICICI Pru Nifty 200 Momentum 30 ETF
MOM50.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal M50 ETF
MOMENTUM.NS,[ETF] Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty 200 Mo
MOMENTUM30.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty 200 Momentum 30 ETF
MOMENTUM50.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty 500 Momentum 50 ETF
MOMGF.NS,[ETF] Motilal Oswal Mutual Fund-Motilal Oswal Nifty India Manufacturing ETF
MOMIDMTM.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Midcap150 Momentum 50
MOMNC.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty MNC ETF
MOMOMENTUM.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty 200 Momentum 30 ETF
MON100.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF
MON50EQUAL.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Equal Weight ETF
MONARCH.NS,Monarch Networth Capital Limited
MONEXT50.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Next 50 ETF
MONEYBOXX.NS,Moneyboxx Finance Limited
MONIFTY100.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty 100 ETF
MONIFTY500.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty 500 ETF
MONQ50.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nasdaq Q 50 ETF
MONTECARLO.NS,Monte Carlo Fashions Limited
MOPSE.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty PSE ETF
MOQUALITY.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF
MORARJEE.NS,Morarjee Textiles Limited
MOREALTY.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Realty ETF
MOREPENLAB.NS,Morepen Laboratories Limited
MOSCHIP.NS,Moschip Technologies Limited
MOSERVICE.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Services Sector ETF
MOSILVER.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF
MOSMALL250.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty Smallcap 250 ETF
MOTHERSON.NS,Samvardhana Motherson International Limited
MOTILALOFS.NS,Motilal Oswal Financial Services Limited
MOTISONS.NS,Motisons Jewellers Limited
MOTOGENFIN.NS,The Motor & General Finance Limited
MOTOUR.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Tourism ETF
MOVALUE.NS,[ETF] Motilal Oswal Mutual Fund - Motilal Oswal SP BSE Enhanced Value ETF
MPHASIS.NS,MphasiS Limited
MPSLTD.NS,MPS Limited
MRF.NS,MRF Limited
MRPL.NS,Mangalore Refinery and Petrochemicals Limited
MSCIADD.NS,[ETF] DSP Mutual Fund - DSP MSCI India ETF
MSCIINDIA.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak MSCI India ETF
MSPL.NS,MSP Steel & Power Limited
MSTCLTD.NS,Mstc Limited
MSUMI.NS,Motherson Sumi Wiring India Limited
MTARTECH.NS,Mtar Technologies Limited
MTEDUCARE.NS,MT Educare Limited
MTNL.NS,Mahanagar Telephone Nigam Limited
MUFIN.NS,Mufin Green Finance Limited
MUFTI.NS,Credo Brands Marketing Limited
MUKANDLTD.NS,Mukand Limited
MUKKA.NS,Mukka Proteins Limited
MUKTAARTS.NS,Mukta Arts Limited
MULTICAP.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty 500 Multicap 50:25:25 ETF
MUNJALAU.NS,Munjal Auto Industries Limited
MUNJALSHOW.NS,Munjal Showa Limited
MURUDCERA.NS,Murudeshwar Ceramics Limited
MUTHOOTCAP.NS,Muthoot Capital Services Limited
MUTHOOTFIN.NS,Muthoot Finance Limited
MUTHOOTMF.NS,Muthoot Microfin Limited
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited
MWL.NS,Mangalam Worldwide Limited
NACLIND.NS,NACL Industries Limited
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP.NS,Nagreeka Exports Limited
NAHARCAP.NS,Nahar Capital and Financial Services Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
NAHARPOLY.NS,Nahar Poly Films Limited
NAHARSPING.NS,Nahar Spinning Mills Limited
NAM-INDIA.NS,Nippon Life India Asset Management Limited
NARMADA.NS,Narmada Agrobase Limited
NATCAPSUQ.NS,Natural Capsules Limited
NATCOPHARM.NS,Natco Pharma Limited
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
NATIONALUM.NS,National Aluminium Company Limited
NAUKRI.NS,Info Edge (India) Limited
NAVA.NS,NAVA LIMITED
NAVINFLUOR.NS,Navin Fluorine International Limited
NAVKARCORP.NS,Navkar Corporation Limited
NAVKARURB.NS,Navkar Urbanstructure Limited
NAVNETEDUL.NS,Navneet Education Limited
NAZARA.NS,Nazara Technologies Limited
NBCC.NS,NBCC (India) Limited
NBIFIN.NS,N. B. I. Industrial Finance Company Limited
NCC.NS,NCC Limited
NCLIND.NS,NCL Industries Limited
NDGL.NS,Naga Dhunseri Group Limited
NDL.NS,Nandan Denim Limited
NDLVENTURE.NS,NDL Ventures Limited
NDRAUTO.NS,Ndr Auto Components Limited
